tailnum,age,manufacturer,engine,seats,size_cat
N24224,19,BOEING,Turbo-fan,149,medium
N242WN,11,BOEING,Turbo-fan,140,medium
N243WN,11,BOEING,Turbo-fan,140,medium
N244WN,11,BOEING,Turbo-fan,140,medium
N245WN,11,BOEING,Turbo-fan,140,medium
N246LV,11,BOEING,Turbo-fan,140,medium
N24702,19,BOEING,Turbo-fan,149,medium
N24706,19,BOEING,Turbo-fan,149,medium
N24715,19,BOEING,Turbo-fan,149,medium
N24729,18,BOEING,Turbo-fan,149,medium
N24736,18,BOEING,Turbo-fan,149,medium
N247AK,1,BOEING,Turbo-fan,222,medium
N247JB,11,EMBRAER,Turbo-fan,20,small
N247WN,11,BOEING,Turbo-fan,140,medium
N248AK,1,BOEING,Turbo-fan,222,medium
N248WN,11,BOEING,Turbo-fan,140,medium
N249JB,11,EMBRAER,Turbo-fan,20,small
N249WN,11,BOEING,Turbo-fan,140,medium
N250WN,11,BOEING,Turbo-fan,140,medium
N25134,14,EMBRAER,Turbo-fan,55,small
N251AK,NA,BOEING,Turbo-fan,222,medium
N251WN,11,BOEING,Turbo-fan,140,medium
N25201,18,BOEING,Turbo-fan,149,medium
N252WN,11,BOEING,Turbo-fan,140,medium
N2534U,0,BOEING,Turbo-fan,552,large
N253AK,1,BOEING,Turbo-fan,222,medium
N253WN,11,BOEING,Turbo-fan,140,medium
N254WN,11,BOEING,Turbo-fan,140,medium
N255WN,11,BOEING,Turbo-fan,140,medium
N256WN,11,BOEING,Turbo-fan,140,medium
N25705,19,BOEING,Turbo-fan,149,medium
N257WN,11,BOEING,Turbo-fan,140,medium
N258JB,11,EMBRAER,Turbo-fan,20,small
N258WN,11,BOEING,Turbo-fan,140,medium
N259WN,11,BOEING,Turbo-fan,140,medium
N260AK,1,BOEING,Turbo-fan,222,medium
N260WN,11,BOEING,Turbo-fan,140,medium
N26123,20,BOEING,Turbo-fan,178,medium
N261WN,11,BOEING,Turbo-fan,140,medium
N26208,17,BOEING,Turbo-fan,149,medium
N26210,19,BOEING,Turbo-fan,149,medium
N26215,19,BOEING,Turbo-fan,149,medium
N26226,19,BOEING,Turbo-fan,149,medium
N26232,18,BOEING,Turbo-fan,149,medium
N262WN,11,BOEING,Turbo-fan,140,medium
N2639U,0,BOEING,Turbo-fan,552,large
N263AK,1,BOEING,Turbo-fan,222,medium
N263WN,10,BOEING,Turbo-fan,140,medium
N2644U,NA,BOEING,Turbo-fan,552,large
N264AK,1,BOEING,Turbo-fan,222,medium
N264LV,10,BOEING,Turbo-fan,140,medium
N26545,15,EMBRAER,Turbo-fan,55,small
N26549,15,EMBRAER,Turbo-fan,55,small
N265AK,1,BOEING,Turbo-fan,222,medium
N265JB,11,EMBRAER,Turbo-fan,20,small
N265WN,10,BOEING,Turbo-fan,140,medium
N266AK,1,BOEING,Turbo-fan,222,medium
N266JB,10,EMBRAER,Turbo-fan,20,small
N266WN,10,BOEING,Turbo-fan,140,medium
N267AK,0,BOEING,Turbo-fan,222,medium
N267JB,10,EMBRAER,Turbo-fan,20,small
N267WN,10,BOEING,Turbo-fan,140,medium
N268AK,0,BOEING,Turbo-fan,222,medium
N268WN,10,BOEING,Turbo-fan,140,medium
N269WN,10,BOEING,Turbo-fan,140,medium
N27015,17,BOEING,Turbo-fan,400,large
N270AK,0,BOEING,Turbo-fan,222,medium
N270WN,19,BOEING,Turbo-fan,149,medium
N27152,14,EMBRAER,Turbo-fan,55,small
N27190,12,EMBRAER,Turbo-fan,55,small
N271LV,NA,BOEING,Turbo-fan,149,medium
N27200,11,EMBRAER,Turbo-fan,55,small
N27205,17,BOEING,Turbo-fan,149,medium
N27213,19,BOEING,Turbo-fan,149,medium
N27239,18,BOEING,Turbo-fan,149,medium
N27246,18,BOEING,Turbo-fan,149,medium
N272AK,0,BOEING,Turbo-fan,222,medium
N272WN,10,BOEING,Turbo-fan,140,medium
N2737U,0,BOEING,Turbo-fan,552,large
N273AK,0,BOEING,Turbo-fan,222,medium
N273JB,10,EMBRAER,Turbo-fan,20,small
N273WN,10,BOEING,Turbo-fan,140,medium
N27421,9,BOEING,Turbo-fan,191,medium
N27477,4,BOEING,Turbo-fan,191,medium
N274AK,0,BOEING,Turbo-fan,222,medium
N274JB,10,EMBRAER,Turbo-fan,20,small
N274WN,10,BOEING,Turbo-fan,140,medium
N275AK,0,BOEING,Turbo-fan,222,medium
N275WN,10,BOEING,Turbo-fan,140,medium
N276WN,10,BOEING,Turbo-fan,140,medium
N27722,18,BOEING,Turbo-fan,149,medium
N27724,18,BOEING,Turbo-fan,149,medium
N27733,18,BOEING,Turbo-fan,149,medium
N27734,18,BOEING,Turbo-fan,149,medium
N277AK,0,BOEING,Turbo-fan,222,medium
N277WN,10,BOEING,Turbo-fan,140,medium
N278AK,0,BOEING,Turbo-fan,222,medium
N278WN,10,BOEING,Turbo-fan,140,medium
N279JB,10,EMBRAER,Turbo-fan,20,small
N279WN,10,BOEING,Turbo-fan,140,medium
N280AK,0,BOEING,Turbo-fan,222,medium
N280WN,10,BOEING,Turbo-fan,140,medium
N281AK,0,BOEING,Turbo-fan,222,medium
N281JB,10,EMBRAER,Turbo-fan,20,small
N281VA,2,AIRBUS,Turbo-fan,182,medium
N281WN,10,BOEING,Turbo-fan,140,medium
N282AK,0,BOEING,Turbo-fan,222,medium
N282VA,2,AIRBUS,Turbo-fan,182,medium
N282WN,10,BOEING,Turbo-fan,140,medium
N283AK,NA,BOEING,Turbo-fan,222,medium
N283JB,10,EMBRAER,Turbo-fan,20,small
N283VA,2,AIRBUS,Turbo-fan,182,medium
N283WN,10,BOEING,Turbo-fan,140,medium
N28457,5,BOEING,Turbo-fan,191,medium
N28478,4,BOEING,Turbo-fan,191,medium
N284JB,9,EMBRAER,Turbo-fan,20,small
N284VA,2,AIRBUS,Turbo-fan,182,medium
N284WN,10,BOEING,Turbo-fan,140,medium
N285VA,2,AIRBUS,Turbo-fan,182,medium
N285WN,10,BOEING,Turbo-fan,140,medium
N286VA,1,AIRBUS,Turbo-fan,182,medium
N286WN,13,BOEING,Turbo-fan,140,medium
N287WN,10,BOEING,Turbo-fan,140,medium
N288WN,10,BOEING,Turbo-fan,140,medium
N289CT,10,BOEING,Turbo-fan,140,medium
N290WN,10,BOEING,Turbo-fan,140,medium
N29124,19,BOEING,Turbo-fan,178,medium
N29129,19,BOEING,Turbo-fan,178,medium
N291WN,10,BOEING,Turbo-fan,140,medium
N292JB,9,EMBRAER,Turbo-fan,20,small
N292WN,10,BOEING,Turbo-fan,140,medium
N293WN,10,BOEING,Turbo-fan,140,medium
N294JB,9,EMBRAER,Turbo-fan,20,small
N294WN,10,BOEING,Turbo-fan,140,medium
N295WN,10,BOEING,Turbo-fan,140,medium
N296JB,9,EMBRAER,Turbo-fan,20,small
N296WN,10,BOEING,Turbo-fan,140,medium
N29717,18,BOEING,Turbo-fan,149,medium
N297WN,10,BOEING,Turbo-fan,140,medium
N298JB,8,EMBRAER,Turbo-fan,20,small
N298WN,NA,BOEING,Turbo-fan,140,medium
N29906,16,EMBRAER,Turbo-fan,55,small
N29917,16,EMBRAER,Turbo-fan,55,small
N299WN,NA,BOEING,Turbo-fan,140,medium
N301DV,1,AIRBUS,Turbo-fan,199,medium
N301FR,1,AIRBUS,Turbo-jet,190,medium
N301NB,18,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N302AS,14,BOEING,Turbo-fan,149,medium
N302DN,1,AIRBUS,Turbo-fan,199,medium
N302NB,18,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N303DN,1,AIRBUS,Turbo-fan,199,medium
N303DQ,9,BOEING,Turbo-fan,149,medium
N303FR,1,AIRBUS,Turbo-jet,190,medium
N30401,16,BOEING,Turbo-fan,191,medium
N304DN,1,AIRBUS,Turbo-fan,199,medium
N304DQ,9,BOEING,Turbo-fan,149,medium
N304FR,1,AIRBUS,Turbo-jet,190,medium
N304JB,8,EMBRAER,Turbo-fan,20,small
N305DN,1,AIRBUS,Turbo-fan,199,medium
N305FR,1,AIRBUS,Turbo-jet,190,medium
N306DN,1,AIRBUS,Turbo-fan,199,medium
N306JB,8,EMBRAER,Turbo-fan,20,small
N307DX,1,AIRBUS,Turbo-fan,199,medium
N307FR,0,AIRBUS,Turbo-jet,190,medium
N307JB,8,EMBRAER,Turbo-fan,20,small
N308DN,1,AIRBUS,Turbo-fan,199,medium
N308FR,0,AIRBUS,Turbo-jet,190,medium
N309DE,8,BOEING,Turbo-fan,149,medium
N309DN,1,AIRBUS,Turbo-fan,199,medium
N309FR,0,AIRBUS,Turbo-jet,190,medium
N309JB,8,EMBRAER,Turbo-fan,20,small
N309US,27,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N310DN,1,AIRBUS,Turbo-fan,199,medium
N310FR,0,AIRBUS,Turbo-jet,190,medium
N310NW,27,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N311DN,1,AIRBUS,Turbo-fan,199,medium
N311FR,0,AIRBUS,Turbo-jet,190,medium
N311US,27,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N312DN,1,AIRBUS,Turbo-fan,199,medium
N312FR,0,AIRBUS,Turbo-jet,190,medium
N312US,27,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N313DN,1,AIRBUS,Turbo-fan,199,medium
N313FR,0,AIRBUS,Turbo-jet,190,medium
N313US,27,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N31412,15,BOEING,Turbo-fan,191,medium
N314DN,1,AIRBUS,Turbo-fan,199,medium
N314NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N314US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N315DN,1,AIRBUS,Turbo-fan,199,medium
N315NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N315US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N316DN,0,AIRBUS,Turbo-fan,199,medium
N316FR,0,AIRBUS,Turbo-jet,190,medium
N316JB,8,EMBRAER,Turbo-fan,20,small
N316NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N316US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N317DN,0,AIRBUS,Turbo-fan,199,medium
N317FR,0,AIRBUS,Turbo-jet,190,medium
N317JB,7,EMBRAER,Turbo-fan,20,small
N317NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N317US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N318DX,0,AIRBUS,Turbo-fan,199,medium
N318JB,7,EMBRAER,Turbo-fan,20,small
N318NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N318US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N319DN,0,AIRBUS,Turbo-fan,199,medium
N319NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N319US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N320DN,0,AIRBUS,Turbo-fan,199,medium
N320NB,17,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N320US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N321DH,0,AIRBUS,Turbo-fan,199,medium
N321NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N321US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N322DN,0,AIRBUS,Turbo-fan,199,medium
N322NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N322US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N323FR,NA,AIRBUS,Turbo-jet,190,medium
N323JB,7,EMBRAER,Turbo-fan,20,small
N323NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N323US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N32404,16,BOEING,Turbo-fan,191,medium
N324DX,0,AIRBUS,Turbo-fan,199,medium
N324FR,NA,AIRBUS,Turbo-jet,190,medium
N324JB,7,EMBRAER,Turbo-fan,20,small
N324NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N324US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N325DN,0,AIRBUS,Turbo-fan,199,medium
N325NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N325US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N326DN,NA,AIRBUS,Turbo-fan,199,medium
N326NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N326US,26,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N327DN,0,AIRBUS,Turbo-fan,199,medium
N327NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N327NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N328DN,0,AIRBUS,Turbo-fan,199,medium
N328JB,6,EMBRAER,Turbo-fan,20,small
N328NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N328NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N329JB,6,EMBRAER,Turbo-fan,20,small
N329NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N329NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N330NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N330NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N33103,23,BOEING,Turbo-fan,178,medium
N33132,19,BOEING,Turbo-fan,178,medium
N331NB,NA,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N331NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N33203,17,BOEING,Turbo-fan,149,medium
N33209,17,BOEING,Turbo-fan,149,medium
N33262,16,BOEING,Turbo-fan,149,medium
N33264,16,BOEING,Turbo-fan,149,medium
N33266,16,BOEING,Turbo-fan,149,medium
N33284,13,BOEING,Turbo-fan,149,medium
N33286,13,BOEING,Turbo-fan,149,medium
N33289,13,BOEING,Turbo-fan,149,medium
N33292,NA,BOEING,Turbo-fan,149,medium
N332NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N332NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N333NB,16,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N333NW,25,AIRBUS INDUSTRIE,Turbo-jet,182,medium
N334JB,6,EMBRAER,Turbo-fan,20,small
N334NB,15,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N334NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N335NB,15,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N335NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N336NB,15,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N336NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N33714,19,BOEING,Turbo-fan,149,medium
N337JB,6,EMBRAER,Turbo-fan,20,small
N337NB,15,AIRBUS INDUSTRIE,Turbo-fan,145,medium
N337NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N338NB,15,AIRBUS,Turbo-fan,145,medium
N338NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N339JB,6,EMBRAER,Turbo-fan,20,small
N339NB,15,AIRBUS,Turbo-fan,145,medium
N339NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N340NB,15,AIRBUS,Turbo-fan,145,medium
N340NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N34110,15,EMBRAER,Turbo-fan,55,small
N34131,19,BOEING,Turbo-fan,178,medium
N34137,18,BOEING,Turbo-fan,178,medium
N341NB,15,AIRBUS,Turbo-fan,145,medium
N341NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N34222,19,BOEING,Turbo-fan,149,medium
N34282,13,BOEING,Turbo-fan,149,medium
N342NB,15,AIRBUS,Turbo-fan,145,medium
N342NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N343NB,15,AIRBUS,Turbo-fan,145,medium
N343NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N34455,5,BOEING,Turbo-fan,191,medium
N34460,5,BOEING,Turbo-fan,191,medium
N344AA,25,GULFSTREAM AEROSPACE,Turbo-fan,22,small
N344NB,15,AIRBUS,Turbo-fan,145,medium
N344NW,25,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N345NB,NA,AIRBUS,Turbo-fan,145,medium
N345NW,24,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N346JB,6,EMBRAER,Turbo-fan,20,small
N346NB,15,AIRBUS,Turbo-fan,145,medium
N347AA,32,SIKORSKY,Turbo-shaft,14,small
N347NB,15,AIRBUS,Turbo-fan,145,medium
N347NW,24,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N348JB,5,EMBRAER,Turbo-fan,20,small
N348NB,15,AIRBUS,Turbo-fan,145,medium
N348NW,24,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N349NB,15,AIRBUS,Turbo-fan,145,medium
N349NW,24,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N350NA,24,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N351JB,5,EMBRAER,Turbo-fan,20,small
N351NB,15,AIRBUS,Turbo-fan,145,medium
N351NW,20,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N35204,17,BOEING,Turbo-fan,149,medium
N35236,18,BOEING,Turbo-fan,149,medium
N35260,16,BOEING,Turbo-fan,149,medium
N35271,16,BOEING,Turbo-fan,149,medium
N352NB,15,AIRBUS,Turbo-fan,145,medium
N352NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N353JB,5,EMBRAER,Turbo-fan,20,small
N353NB,15,AIRBUS,Turbo-fan,145,medium
N353NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N35407,16,BOEING,Turbo-fan,191,medium
N354JB,4,EMBRAER,Turbo-fan,20,small
N354NB,15,AIRBUS,Turbo-fan,145,medium
N354NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N354SW,26,BOEING,Turbo-fan,149,medium
N355JB,4,EMBRAER,Turbo-fan,20,small
N355NB,15,AIRBUS,Turbo-fan,145,medium
N355NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N356NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N357NB,15,AIRBUS,Turbo-fan,145,medium
N357NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N358JB,4,EMBRAER,Turbo-fan,20,small
N358NB,14,AIRBUS,Turbo-fan,145,medium
N358NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N359NB,14,AIRBUS,Turbo-fan,145,medium
N359NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N360HA,1,AIRBUS,Turbo-fan,377,large
N360NB,14,AIRBUS,Turbo-fan,145,medium
N360NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N361HA,0,AIRBUS,Turbo-fan,377,large
N361NB,14,AIRBUS,Turbo-fan,145,medium
N361NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N361VA,4,AIRBUS,Turbo-fan,182,medium
N36207,17,BOEING,Turbo-fan,149,medium
N36247,18,BOEING,Turbo-fan,149,medium
N36272,16,BOEING,Turbo-fan,149,medium
N36280,14,BOEING,Turbo-fan,149,medium
N362NB,14,AIRBUS,Turbo-fan,145,medium
N362NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N362SW,25,BOEING,Turbo-fan,149,medium
N362VA,1,AIRBUS,Turbo-fan,182,medium
N363NB,14,AIRBUS,Turbo-fan,145,medium
N363NW,19,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N363VA,1,AIRBUS,Turbo-fan,182,medium
N36444,7,BOEING,Turbo-fan,191,medium
N36447,5,BOEING,Turbo-fan,191,medium
N36469,4,BOEING,Turbo-fan,191,medium
N36472,4,BOEING,Turbo-fan,191,medium
N36476,4,BOEING,Turbo-fan,191,medium
N364NB,14,AIRBUS,Turbo-fan,145,medium
N364NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N364VA,1,AIRBUS,Turbo-fan,182,medium
N365NB,14,AIRBUS,Turbo-fan,145,medium
N365NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N365VA,1,AIRBUS,Turbo-fan,182,medium
N366NB,14,AIRBUS,Turbo-fan,145,medium
N366NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N367NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N368JB,4,EMBRAER,Turbo-fan,20,small
N368NB,14,AIRBUS,Turbo-fan,145,medium
N368NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N36915,16,EMBRAER,Turbo-fan,55,small
N369AA,25,BOEING,Turbo-fan,330,large
N369NB,14,AIRBUS,Turbo-fan,145,medium
N369NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N37018,15,BOEING,Turbo-fan,400,large
N370HA,3,AIRBUS,Turbo-fan,377,large
N370NB,14,AIRBUS,Turbo-fan,145,medium
N370NW,18,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N371CA,14,BOMBARDIER INC,Turbo-fan,80,small
N371DA,19,BOEING,Turbo-fan,189,medium
N371NB,14,AIRBUS,Turbo-fan,145,medium
N371NW,16,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N37252,17,BOEING,Turbo-fan,149,medium
N37253,17,BOEING,Turbo-fan,149,medium
N37255,17,BOEING,Turbo-fan,149,medium
N37263,16,BOEING,Turbo-fan,149,medium
N37267,16,BOEING,Turbo-fan,149,medium
N37273,16,BOEING,Turbo-fan,149,medium
N37274,15,BOEING,Turbo-fan,149,medium
N37277,15,BOEING,Turbo-fan,149,medium
N37281,14,BOEING,Turbo-fan,149,medium
N37287,13,BOEING,Turbo-fan,149,medium
N37290,13,BOEING,Turbo-fan,149,medium
N372DA,19,BOEING,Turbo-fan,189,medium
N372NW,16,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N3730B,17,BOEING,Turbo-fan,189,medium
N3731T,17,BOEING,Turbo-fan,189,medium
N3732J,17,BOEING,Turbo-fan,189,medium
N3733Z,17,BOEING,Turbo-fan,189,medium
N3734B,17,BOEING,Turbo-fan,189,medium
N3735D,17,BOEING,Turbo-fan,189,medium
N3736C,17,BOEING,Turbo-fan,189,medium
N3737C,17,BOEING,Turbo-fan,189,medium
N3738B,17,BOEING,Turbo-fan,189,medium
N3739P,17,BOEING,Turbo-fan,189,medium
N373AA,25,BOEING,Turbo-fan,330,large
N373DA,19,BOEING,Turbo-fan,189,medium
N373HA,3,AIRBUS,Turbo-fan,377,large
N373JB,4,EMBRAER,Turbo-fan,20,small
N373NW,16,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N37408,16,BOEING,Turbo-fan,191,medium
N37409,16,BOEING,Turbo-fan,191,medium
N3740C,17,BOEING,Turbo-fan,189,medium
N37413,9,BOEING,Turbo-fan,191,medium
N37419,9,BOEING,Turbo-fan,191,medium
N3741S,16,BOEING,Turbo-fan,189,medium
N37420,9,BOEING,Turbo-fan,191,medium
N37422,9,BOEING,Turbo-fan,191,medium
N37427,9,BOEING,Turbo-fan,191,medium
N3742C,16,BOEING,Turbo-fan,189,medium
N37434,8,BOEING,Turbo-fan,191,medium
N37437,8,BOEING,Turbo-fan,191,medium
N3743H,16,BOEING,Turbo-fan,189,medium
N3744F,16,BOEING,Turbo-fan,189,medium
N37456,5,BOEING,Turbo-fan,191,medium
N3745B,16,BOEING,Turbo-fan,189,medium
N37462,5,BOEING,Turbo-fan,191,medium
N37464,5,BOEING,Turbo-fan,191,medium
N37465,4,BOEING,Turbo-fan,191,medium
N37466,4,BOEING,Turbo-fan,191,medium
N37468,4,BOEING,Turbo-fan,191,medium
N3746H,16,BOEING,Turbo-fan,189,medium
N37470,4,BOEING,Turbo-fan,191,medium
N37471,4,BOEING,Turbo-fan,191,medium
N37474,4,BOEING,Turbo-fan,191,medium
N3747D,16,BOEING,Turbo-fan,189,medium
N3748Y,16,BOEING,Turbo-fan,189,medium
N3749D,16,BOEING,Turbo-fan,189,medium
N374DA,19,BOEING,Turbo-fan,189,medium
N374HA,3,AIRBUS,Turbo-fan,377,large
N374JB,4,EMBRAER,Turbo-fan,20,small
N374NW,16,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N374SW,24,BOEING,Turbo-fan,149,medium
N3750D,16,BOEING,Turbo-fan,189,medium
N3751B,16,BOEING,Turbo-fan,189,medium
N3752,16,BOEING,Turbo-fan,189,medium
N3753,16,BOEING,Turbo-fan,189,medium
N3754A,16,BOEING,Turbo-fan,189,medium
N3755D,16,BOEING,Turbo-fan,189,medium
N3756,16,BOEING,Turbo-fan,189,medium
N3757D,16,BOEING,Turbo-fan,189,medium
N3758Y,16,BOEING,Turbo-fan,189,medium
N3759,16,BOEING,Turbo-fan,189,medium
N375DA,19,BOEING,Turbo-fan,189,medium
N375HA,2,AIRBUS,Turbo-fan,377,large
N375JB,4,EMBRAER,Turbo-fan,20,small
N375NC,15,AIRBUS,Turbo-fan,182,medium
N3760C,16,BOEING,Turbo-fan,189,medium
N3761R,16,BOEING,Turbo-fan,189,medium
N3762Y,16,BOEING,Turbo-fan,189,medium
N3763D,16,BOEING,Turbo-fan,189,medium
N3764D,16,BOEING,Turbo-fan,189,medium
N3765,16,BOEING,Turbo-fan,189,medium
N3766,16,BOEING,Turbo-fan,189,medium
N3767,16,BOEING,Turbo-fan,189,medium
N3768,15,BOEING,Turbo-fan,189,medium
N3769L,15,BOEING,Turbo-fan,189,medium
N376AA,39,PIPER,Reciprocating,7,small
N376DA,18,BOEING,Turbo-fan,189,medium
N376NW,15,AIRBUS,Turbo-fan,182,medium
N37700,15,BOEING,Turbo-fan,189,medium
N3771K,15,BOEING,Turbo-fan,189,medium
N3772H,7,BOEING,Turbo-fan,189,medium
N3773D,7,BOEING,Turbo-fan,189,medium
N377AA,NA,PAIR MIKE E,Reciprocating,2,small
N377DA,18,BOEING,Turbo-fan,189,medium
N377NW,14,AIRBUS,Turbo-fan,182,medium
N378DA,18,BOEING,Turbo-fan,189,medium
N378HA,2,AIRBUS,Turbo-fan,377,large
N378NW,14,AIRBUS,Turbo-fan,182,medium
N378SW,23,BOEING,Turbo-fan,149,medium
N379AA,24,BOEING,Turbo-fan,330,large
N379DA,18,BOEING,Turbo-fan,189,medium
N379HA,2,AIRBUS,Turbo-fan,377,large
N379SW,23,BOEING,Turbo-fan,149,medium
N380DA,18,BOEING,Turbo-fan,189,medium
N380HA,7,AIRBUS,Turbo-fan,377,large
N381AA,61,DOUGLAS,Reciprocating,102,medium
N381DN,18,BOEING,Turbo-fan,189,medium
N381HA,7,AIRBUS,Turbo-fan,377,large
N38257,17,BOEING,Turbo-fan,149,medium
N38268,16,BOEING,Turbo-fan,149,medium
N382DA,18,BOEING,Turbo-fan,189,medium
N382HA,7,AIRBUS,Turbo-fan,377,large
N383AA,45,BEECH,Turbo-prop,10,small
N383DN,18,BOEING,Turbo-fan,189,medium
N383HA,6,AIRBUS,Turbo-fan,377,large
N383SW,23,BOEING,Turbo-fan,149,medium
N38403,16,BOEING,Turbo-fan,191,medium
N38417,9,BOEING,Turbo-fan,191,medium
N38424,9,BOEING,Turbo-fan,191,medium
N38443,7,BOEING,Turbo-fan,191,medium
N38446,5,BOEING,Turbo-fan,191,medium
N38451,5,BOEING,Turbo-fan,191,medium
N38454,5,BOEING,Turbo-fan,191,medium
N38458,5,BOEING,Turbo-fan,191,medium
N38459,5,BOEING,Turbo-fan,191,medium
N38467,4,BOEING,Turbo-fan,191,medium
N38473,4,BOEING,Turbo-fan,191,medium
N38479,1,BOEING,Turbo-fan,222,medium
N384AA,24,BOEING,Turbo-fan,330,large
N384DA,18,BOEING,Turbo-fan,189,medium
N384HA,6,AIRBUS,Turbo-fan,377,large
N384SW,23,BOEING,Turbo-fan,149,medium
N385DN,18,BOEING,Turbo-fan,189,medium
